ExperimentId,Approach,TaskFinishTime,SkillName,SkillChanceToFail,SkillBatteryConsume, Location,SuccessResult,FailureReasonEnum,RobotName, RobotColor, BatteryCharge,BatteryDischargeRate,Skills,Speed,EndBatteryCharge
0,Baseline,25.26,open-door,0.01,0.01,RoomA,true,None,Cleaner,Black,1.00,0.00, open-door*clean-room*sanitize-robot*,100.00,0.98
0,Baseline,25.26,clean-room,0.01,0.01,RoomA,true,None,Cleaner,Black,0.98,0.00, open-door*clean-room*sanitize-robot*,100.00,0.03
0,Baseline,25.26,sanitize-robot,0.01,0.01,SanitizationRoom,false,Low Battery,Cleaner,Black,0.03,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
1,Baseline,0.00,open-door,0.01,0.01,RoomA,true,None,Cleaner,Black,1.00,0.00, open-door*clean-room*sanitize-robot*,100.00,0.98
1,Baseline,0.00,clean-room,0.01,0.01,RoomA,true,None,Cleaner,Black,0.98,0.00, open-door*clean-room*sanitize-robot*,100.00,0.03
1,Baseline,0.00,sanitize-robot,0.01,0.01,SanitizationRoom,false,Low Battery,Cleaner,Black,0.03,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
1,Baseline,0.00,open-door,0.01,0.01,RoomA,false,Low Battery,Cleaner,Black,-0.00,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
2,Baseline,0.00,open-door,0.01,0.01,RoomA,true,None,Cleaner,Black,1.00,0.00, open-door*clean-room*sanitize-robot*,100.00,0.98
2,Baseline,0.00,clean-room,0.01,0.01,RoomA,true,None,Cleaner,Black,0.98,0.00, open-door*clean-room*sanitize-robot*,100.00,0.03
2,Baseline,0.00,sanitize-robot,0.01,0.01,SanitizationRoom,false,Low Battery,Cleaner,Black,0.03,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
2,Baseline,0.00,open-door,0.01,0.01,RoomA,false,Low Battery,Cleaner,Black,-0.00,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
2,Baseline,0.00,open-door,0.01,0.01,RoomA,false,Low Battery,Cleaner,Black,-0.00,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
