ExperimentId,Approach,TaskFinishTime,SkillName,SkillChanceToFail,SkillBatteryConsume, Location,SuccessResult,FailureReasonEnum,RobotName, RobotColor, BatteryCharge,BatteryDischargeRate,Skills,Speed,EndBatteryCharge
0,Baseline,29.75,open-door,0.01,0.01,RoomA,true,None,Cleaner,Black,1.00,0.00, open-door*clean-room*sanitize-robot*,100.00,0.97
0,Baseline,29.75,clean-room,0.01,0.01,RoomA,true,None,Cleaner,Black,0.97,0.00, open-door*clean-room*sanitize-robot*,100.00,0.23
0,Baseline,29.75,sanitize-robot,0.01,0.01,SanitizationRoom,false,Low Battery,Cleaner,Black,0.23,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
1,Baseline,0.00,open-door,0.01,0.01,RoomA,true,None,Cleaner,Black,1.00,0.00, open-door*clean-room*sanitize-robot*,100.00,0.97
1,Baseline,0.00,clean-room,0.01,0.01,RoomA,true,None,Cleaner,Black,0.97,0.00, open-door*clean-room*sanitize-robot*,100.00,0.23
1,Baseline,0.00,sanitize-robot,0.01,0.01,SanitizationRoom,false,Low Battery,Cleaner,Black,0.23,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
1,Baseline,0.00,open-door,0.01,0.01,RoomA,false,Low Battery,Cleaner,Black,-0.00,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
2,Baseline,0.00,open-door,0.01,0.01,RoomA,true,None,Cleaner,Black,1.00,0.00, open-door*clean-room*sanitize-robot*,100.00,0.97
2,Baseline,0.00,clean-room,0.01,0.01,RoomA,true,None,Cleaner,Black,0.97,0.00, open-door*clean-room*sanitize-robot*,100.00,0.23
2,Baseline,0.00,sanitize-robot,0.01,0.01,SanitizationRoom,false,Low Battery,Cleaner,Black,0.23,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
2,Baseline,0.00,open-door,0.01,0.01,RoomA,false,Low Battery,Cleaner,Black,-0.00,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
2,Baseline,0.00,open-door,0.01,0.01,RoomA,false,Low Battery,Cleaner,Black,-0.00,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
3,Baseline,0.00,open-door,0.01,0.01,RoomA,true,None,Cleaner,Black,1.00,0.00, open-door*clean-room*sanitize-robot*,100.00,0.97
3,Baseline,0.00,clean-room,0.01,0.01,RoomA,true,None,Cleaner,Black,0.97,0.00, open-door*clean-room*sanitize-robot*,100.00,0.23
3,Baseline,0.00,sanitize-robot,0.01,0.01,SanitizationRoom,false,Low Battery,Cleaner,Black,0.23,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
3,Baseline,0.00,open-door,0.01,0.01,RoomA,false,Low Battery,Cleaner,Black,-0.00,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
3,Baseline,0.00,open-door,0.01,0.01,RoomA,false,Low Battery,Cleaner,Black,-0.00,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
3,Baseline,0.00,open-door,0.01,0.01,RoomA,false,Low Battery,Cleaner,Black,-0.00,0.00, open-door*clean-room*sanitize-robot*,100.00,-0.00
4,Baseline,0.00,open-door,0.01,0.01,RoomA,true,None,Cleaner,Black,1.00,0.00, open-door*clean-room*sanitize-robot*,100.00,0.97
